NO,SAMPLE_ID,식품코드,DB군,식품명,연도,지역 / 제조사,1회제공량,에너지(㎉),단백질(g),지방(g),탄수화물(g),총당류(g),나트륨(㎎),콜레스테롤(㎎),총 포화 지방산(g),트랜스 지방산(g),성분표출처
1388,D011148-ZZ-AVG,D011148,음식,플레인 밀크 아이스크림 (컵),2019,요거프레소,120,94.6,3.4,-,-,11.5,52.8,-,1.9,-,식약처('19)
1389,D011149-ZZ-AVG,D011149,음식,티라미수 밀크 아이스크림,2019,요거프레소,120,120.5,3,-,-,11,53,-,2,-,식약처('19)
1390,D011150-ZZ-AVG,D011150,음식,밀크 아포가토,2019,요거프레소,140,110,4,-,-,13.4,61,-,2.2,-,식약처('19)
1391,D011151-ZZ-AVG,D011151,음식,플레인 밀크 쉐이크,2019,요거프레소,360,349,10,-,-,50,127,-,4,-,식약처('19)
1392,D011152-ZZ-AVG,D011152,음식,피넛 밀크 쉐이크,2019,요거프레소,360,334,6,-,-,40,227,-,10,-,식약처('19)
1393,D011153-ZZ-AVG,D011153,음식,쿠키 밀크 쉐이크,2019,요거프레소,360,413,11,-,-,48,232,-,7,-,식약처('19)
1394,D011154-ZZ-AVG,D011154,음식,초콜릿 밀크 쉐이크,2019,요거프레소,360,462,9,-,-,60,248,-,10,-,식약처('19)
1395,D011155-ZZ-AVG,D011155,음식,말차 밀크 프라페,2019,요거프레소,360,370,7,-,-,69,109,-,4,-,식약처('19)
1396,D011156-ZZ-AVG,D011156,음식,블랙빈 밀크프라페,2019,요거프레소,360,348,3,-,-,50,100,-,4,-,식약처('19)
1397,D011157-ZZ-AVG,D011157,음식,오곡 밀크 프라페,2019,요거프레소,360,348,10,-,-,40,143,-,4,-,식약처('19)
1398,D011158-ZZ-AVG,D011158,음식,에스프레소 밀크 프라페,2019,요거프레소,360,71,3,-,-,9,39,-,1,-,식약처('19)
1399,D011159-ZZ-AVG,D011159,음식,망고 마카롱,2019,요거프레소,21,40,0.4,-,-,4,4,-,0.9,-,식약처('19)
1400,D011160-ZZ-AVG,D011160,음식,초코 마카롱,2019,요거프레소,21,40,0.4,-,-,4,4,-,0.9,-,식약처('19)
1401,D011161-ZZ-AVG,D011161,음식,딸기 마카롱,2019,요거프레소,21,40,0.4,-,-,4,4,-,0.9,-,식약처('19)
1402,D011162-ZZ-AVG,D011162,음식,피스타치오 마카롱,2019,요거프레소,21,40,0.4,-,-,4,4,-,0.9,-,식약처('19)
1403,D011163-ZZ-AVG,D011163,음식,카라멜 마카롱,2019,요거프레소,21,40,0.4,-,-,4,4,-,0.9,-,식약처('19)
1404,D011164-ZZ-AVG,D011164,음식,딸기 생크림 카스테라,2019,요거프레소,212,609,10,-,-,46,222,-,17,-,식약처('19)
1405,D011165-ZZ-AVG,D011165,음식,메론 생크림 카스테라,2019,요거프레소,252,654,8,-,-,26,184,-,28,-,식약처('19)
1406,D011166-ZZ-AVG,D011166,음식,플레인 카스테라,2019,요거프레소,142,523,9,-,-,43,215,-,11,-,식약처('19)
1407,D011167-ZZ-AVG,D011167,음식,콘 어니언 핫도그,2019,요거프레소,140,376,17,-,-,11,651,-,4,-,식약처('19)
1408,D011168-ZZ-AVG,D011168,음식,칠리앤치즈 핫도그,2019,요거프레소,150,398,19,-,-,11,749,-,6,-,식약처('19)
1409,D011169-ZZ-AVG,D011169,음식,쿠앤크 치즈케이크,2019,요거프레소,130,453,8,-,-,28,244,-,14,-,식약처('19)
1410,D011170-ZZ-AVG,D011170,음식,프렌치 초콜릿 케이크,2019,요거프레소,120,395,8,-,-,27,109,-,12,-,식약처('19)
1411,D011171-ZZ-AVG,D011171,음식,마스카포네 티라미수,2019,요거프레소,106,363,6,-,-,27,117,-,13,-,식약처('19)
1412,D011172-ZZ-AVG,D011172,음식,아메리칸 치즈케이크,2019,요거프레소,146,544,9,-,-,28,403,-,23,-,식약처('19)
1413,D011173-ZZ-AVG,D011173,음식,딸기 생크림 오믈렛,2019,요거프레소,20,73,1,-,-,3,10,-,2,-,식약처('19)
1414,D011174-ZZ-AVG,D011174,음식,딸기 초코 생크림 오믈렛,2019,요거프레소,20,88,1,-,-,4,28,-,0.2,-,식약처('19)
1415,D011175-ZZ-AVG,D011175,음식,초코 생크림 오믈렛,2019,요거프레소,13,37,1,-,-,2,23,-,0.2,-,식약처('19)
1416,D011176-ZZ-AVG,D011176,음식,순수 요거트 오믈렛,2019,요거프레소,13,32,1,-,-,2,10,-,2,-,식약처('19)
1417,D011177-ZZ-AVG,D011177,음식,청포도 생크림 오믈렛,2019,요거프레소,20,72,1,-,-,3,11,-,2,-,식약처('19)
1418,D011178-ZZ-AVG,D011178,음식,블루베리 생크림 오믈렛,2019,요거프레소,13,65,1,-,-,2,11,-,2,-,식약처('19)
1419,D011179-ZZ-AVG,D011179,음식,생크림 딸기 와플,2019,요거프레소,139,370,6,-,-,14,150,-,19,-,식약처('19)
1420,D011180-ZZ-AVG,D011180,음식,생크림 딸기 망고 와플,2019,요거프레소,136,382,6,-,-,16,154,-,19,-,식약처('19)
1421,D011181-ZZ-AVG,D011181,음식,생크림 망고 와플,2019,요거프레소,143,395,6,-,-,18,155,-,19,-,식약처('19)
1422,D011182-ZZ-AVG,D011182,음식,생크림 와플,2019,요거프레소,88,338,5,-,-,11,155,-,19,-,식약처('19)
1423,D011183-ZZ-AVG,D011183,음식,생크림 딸기 토스트,2019,요거프레소,338,720,17,-,-,13,902,-,17,-,식약처('19)
1424,D011184-ZZ-AVG,D011184,음식,생크림 망고 토스트,2019,요거프레소,272,728,17,-,-,14,902,-,17,-,식약처('19)
1425,D011185-ZZ-AVG,D011185,음식,아이스 바닐라 슈,2019,요거프레소,38,374,4,-,-,8,138,-,17,-,식약처('19)
1426,D011186-ZZ-AVG,D011186,음식,아이스 초코 슈,2019,요거프레소,38,410,4,-,-,11,130,-,15,-,식약처('19)
1427,D011187-ZZ-AVG,D011187,음식,허니볼,2019,요거프레소,200,553,12,-,-,9,851,-,0,-,식약처('19)
1428,D011188-ZZ-AVG,D011188,음식,플레인 베이글,2019,요거프레소,113,317,12,-,-,12,470,-,2,-,식약처('19)
1429,D011189-ZZ-AVG,D011189,음식,블루베리 베이글,2019,요거프레소,113,346,12,-,-,18,355,-,2,-,식약처('19)
1430,D011190-ZZ-AVG,D011190,음식,어니언 베이글,2019,요거프레소,113,329,11,-,-,15,470,-,2,-,식약처('19)
1431,D011191-ZZ-AVG,D011191,음식,갈릭치즈브래드,2019,요거프레소,290,914,0,-,-,8,1239,-,13,-,식약처('19)
1432,D011192-ZZ-AVG,D011192,음식,허니브래드,2019,요거프레소,279,858,17,-,-,20,944,-,21,-,식약처('19)
1433,D011193-ZZ-AVG,D011193,음식,딸기&초코 메리 스노우 빙수,2019,요거프레소,463,590,11.3,-,-,56,385,-,9.3,-,식약처('19)
1434,D011194-ZZ-AVG,D011194,음식,딸기&피스타치오 메리 스노우 빙수,2019,요거프레소,465,620,7.9,-,-,67,251,-,10.7,-,식약처('19)
1435,D011195-ZZ-AVG,D011195,음식,생딸기 스노우빙수,2019,요거프레소,520,553,7,-,-,46,188,-,8,-,식약처('19)
1436,D011196-ZZ-AVG,D011196,음식,홍시 스노우 빙수,2019,요거프레소,559,182,9,-,-,31,182,-,7,-,식약처('19)
1437,D011197-ZZ-AVG,D011197,음식,트리플 초코 스노우 빙수,2019,요거프레소,360,587,10,-,-,61,454,-,9,-,식약처('19)
1438,D011198-ZZ-AVG,D011198,음식,콩고물 스노우 빙수,2019,요거프레소,414,577,20,-,-,50,265,-,8,-,식약처('19)
1439,D011199-ZZ-AVG,D011199,음식,트리플 치즈 스노우 빙수,2019,요거프레소,476,757,28,-,-,49,350,-,16,-,식약처('19)
1440,D011200-ZZ-AVG,D011200,음식,망고&치즈 스노우 빙수,2019,요거프레소,508,683,8,-,-,72,226,-,9,-,식약처('19)
1441,D011201-ZZ-AVG,D011201,음식,딸기&치즈 스노우 빙수,2019,요거프레소,480,678,9,-,-,59,231,-,9,-,식약처('19)
1442,D011202-ZZ-AVG,D011202,음식,더블 그린티 스노우 빙수,2019,요거프레소,542,890,19,-,-,79,298,-,23,-,식약처('19)
1443,D011203-ZZ-AVG,D011203,음식,딸기&망고 요거트 빙수,2019,요거프레소,566,659,9,-,-,67,142,-,5,-,식약처('19)
1444,D011204-ZZ-AVG,D011204,음식,베리&베리 요거트 빙수,2019,요거프레소,509,638,9,-,-,76,141,-,5,-,식약처('19)
1445,D011205-ZZ-AVG,D011205,음식,피치&망고 요거트 빙수,2019,요거프레소,520,691,10,-,-,65,143,-,6,-,식약처('19)
1446,D011206-ZZ-AVG,D011206,음식,치즈 요거트 빙수,2019,요거프레소,481,898,50,-,-,70,254,-,6,-,식약처('19)
1447,D011207-ZZ-AVG,D011207,음식,옛날 팥빙수,2019,요거프레소,367,905,25,-,-,80,371,-,2,-,식약처('19)
1448,D011208-ZZ-AVG,D011208,음식,아메리카노(HOT) R,2019,카페베네,360,14,1,-,-,0,-,-,0.1,-,식약처('19)
1449,D011209-ZZ-AVG,D011209,음식,아메리카노(HOT) L,2019,카페베네,450,48,2,-,-,0,-,-,0.1,-,식약처('19)
1450,D011210-ZZ-AVG,D011210,음식,아메리카노(HOT) V,2019,카페베네,550,17,1,-,-,0,-,-,0,-,식약처('19)
1451,D011211-ZZ-AVG,D011211,음식,아메리카노(ICED) R,2019,카페베네,360,13,1,-,-,0,-,-,0.1,-,식약처('19)
1452,D011212-ZZ-AVG,D011212,음식,아메리카노(ICED) L,2019,카페베네,450,17,1,-,-,0,-,-,0.1,-,식약처('19)
1453,D011213-ZZ-AVG,D011213,음식,아메리카노(ICED) V,2019,카페베네,550,17,1,-,-,0,-,-,0,-,식약처('19)
1454,D011214-ZZ-AVG,D011214,음식,에스프레소,2019,카페베네,60,11,1,-,-,0,-,-,0,-,식약처('19)
1455,D011215-ZZ-AVG,D011215,음식,아포가또(크림치즈),2019,카페베네,205,281,5,-,-,18,-,-,6.3,-,식약처('19)
1456,D011216-ZZ-AVG,D011216,음식,아포가또(그린티),2019,카페베네,205,258,5,-,-,20,-,-,4.5,-,식약처('19)
1457,D011217-ZZ-AVG,D011217,음식,아포가또(바닐라),2019,카페베네,205,252,5,-,-,14,-,-,5.1,-,식약처('19)
1458,D011218-ZZ-AVG,D011218,음식,카라멜마끼아또(HOT) R,2019,카페베네,360,194,7,-,-,17,-,-,6.4,-,식약처('19)
1459,D011219-ZZ-AVG,D011219,음식,카라멜마끼아또(HOT) L,2019,카페베네,450,278,11,-,-,25,-,-,8.8,-,식약처('19)
1460,D011220-ZZ-AVG,D011220,음식,카라멜마끼아또(HOT) V,2019,카페베네,550,415,11,-,-,48,-,-,10.4,-,식약처('19)
1461,D011221-ZZ-AVG,D011221,음식,카라멜마끼아또(ICED) R,2019,카페베네,360,250,8,-,-,18,-,-,6.3,-,식약처('19)
1462,D011222-ZZ-AVG,D011222,음식,카라멜마끼아또(ICED) L,2019,카페베네,450,325,11,-,-,23,-,-,8.2,-,식약처('19)
1463,D011223-ZZ-AVG,D011223,음식,카라멜마끼아또(ICED) V,2019,카페베네,550,403,8,-,-,45,-,-,6.2,-,식약처('19)
1464,D011224-ZZ-AVG,D011224,음식,카페모카(HOT) R,2019,카페베네,360,258,8,-,-,20,-,-,6.8,-,식약처('19)
1465,D011225-ZZ-AVG,D011225,음식,카페모카(HOT) L,2019,카페베네,450,342,11,-,-,26,-,-,9,-,식약처('19)
1466,D011226-ZZ-AVG,D011226,음식,카페모카(HOT) V,2019,카페베네,550,427,13,-,-,53,-,-,9.2,-,식약처('19)
1467,D011227-ZZ-AVG,D011227,음식,카페모카(ICED) R,2019,카페베네,360,227,6,-,-,17,-,-,4.3,-,식약처('19)
1468,D011228-ZZ-AVG,D011228,음식,카페모카(ICED) L,2019,카페베네,450,275,7,-,-,20,-,-,5.2,-,식약처('19)
1469,D011229-ZZ-AVG,D011229,음식,카페모카(ICED) V,2019,카페베네,550,421,8,-,-,48,-,-,6.1,-,식약처('19)
1470,D011230-ZZ-AVG,D011230,음식,화이트모카(HOT) R,2019,카페베네,360,266,9,-,-,21,-,-,6.4,-,식약처('19)
1471,D011231-ZZ-AVG,D011231,음식,화이트모카(HOT) L,2019,카페베네,450,343,12,-,-,27,-,-,8.2,-,식약처('19)
1472,D011232-ZZ-AVG,D011232,음식,화이트모카(HOT) V,2019,카페베네,550,425,14,-,-,42,-,-,9.7,-,식약처('19)
1473,D011233-ZZ-AVG,D011233,음식,화이트모카(ICED) R,2019,카페베네,360,211,6,-,-,18,-,-,4,-,식약처('19)
1474,D011234-ZZ-AVG,D011234,음식,화이트모카(ICED) L,2019,카페베네,450,260,8,-,-,22,-,-,5,-,식약처('19)
1475,D011235-ZZ-AVG,D011235,음식,화이트모카(ICED) V,2019,카페베네,550,298,9,-,-,43,-,-,5.8,-,식약처('19)
1476,D011236-ZZ-AVG,D011236,음식,바닐라라떼(HOT) R,2019,카페베네,360,224,7,-,-,21,-,-,7.3,-,식약처('19)
1477,D011237-ZZ-AVG,D011237,음식,바닐라라떼(HOT) L,2019,카페베네,450,275,9,-,-,26,-,-,9,-,식약처('19)
1478,D011238-ZZ-AVG,D011238,음식,바닐라라떼(HOT) V,2019,카페베네,550,376,12,-,-,45,-,-,8.3,-,식약처('19)
1479,D011239-ZZ-AVG,D011239,음식,바닐라라떼(ICED) R,2019,카페베네,360,182,5,-,-,18,-,-,5.2,-,식약처('19)
1480,D011240-ZZ-AVG,D011240,음식,바닐라라떼(ICED) L,2019,카페베네,450,233,7,-,-,23,-,-,6.6,-,식약처('19)
1481,D011241-ZZ-AVG,D011241,음식,바닐라라떼(ICED) V,2019,카페베네,550,295,8,-,-,42,-,-,6.1,-,식약처('19)
1482,D011242-ZZ-AVG,D011242,음식,카페라떼(HOT) R,2019,카페베네,360,166,8,-,-,10,-,-,6.2,-,식약처('19)
1483,D011243-ZZ-AVG,D011243,음식,카페라떼(HOT) L,2019,카페베네,450,219,10,-,-,13,-,-,8.2,-,식약처('19)
1484,D011244-ZZ-AVG,D011244,음식,카페라떼(HOT) V,2019,카페베네,550,238,12,-,-,14,-,-,6.7,-,식약처('19)
1485,D011245-ZZ-AVG,D011245,음식,카페라떼(ICED) R,2019,카페베네,360,87,6,-,-,6,-,-,0.8,-,식약처('19)
1486,D011246-ZZ-AVG,D011246,음식,카페라떼(ICED) L,2019,카페베네,450,112,7,-,-,8,-,-,1.1,-,식약처('19)
1487,D011247-ZZ-AVG,D011247,음식,카페라떼(ICED) V,2019,카페베네,550,176,8,-,-,7,-,-,5.1,-,식약처('19)
1488,D011248-ZZ-AVG,D011248,음식,카푸치노 R,2019,카페베네,360,78,5,-,-,4,-,-,0.4,-,식약처('19)
1489,D011249-ZZ-AVG,D011249,음식,카푸치노 L,2019,카페베네,450,91,6,-,-,5,-,-,0.4,-,식약처('19)
1490,D011250-ZZ-AVG,D011250,음식,카푸치노 V,2019,카페베네,550,212,10,-,-,13,-,-,6.8,-,식약처('19)
1491,D011251-ZZ-AVG,D011251,음식,흑당 아인슈페너 (HOT),2019,카페베네,360,224,2,-,-,25,-,-,8.5,-,식약처('19)
1492,D011252-ZZ-AVG,D011252,음식,흑당 아인슈페너 (ICED),2019,카페베네,360,217,2,-,-,23,-,-,9.1,-,식약처('19)
1493,D011253-ZZ-AVG,D011253,음식,흑당 아인슈페너 라떼(HOT),2019,카페베네,360,349,7,-,-,38,-,-,11,-,식약처('19)
1494,D011254-ZZ-AVG,D011254,음식,흑당 아인슈페너 라떼(ICED),2019,카페베네,360,342,6,-,-,38,-,-,12,-,식약처('19)
1495,D011255-ZZ-AVG,D011255,음식,콜드브루R,2019,카페베네,360,16,1,-,-,0,-,-,0,-,식약처('19)
1496,D011256-ZZ-AVG,D011256,음식,콜드브루L,2019,카페베네,450,16,1,-,-,0,-,-,0,-,식약처('19)
1497,D011257-ZZ-AVG,D011257,음식,콜드브루 라떼R,2019,카페베네,360,113,6,-,-,7,-,-,4,-,식약처('19)
1498,D011258-ZZ-AVG,D011258,음식,콜드브루 라떼L,2019,카페베네,450,137,7,-,-,9,-,-,4,-,식약처('19)
1499,D011259-ZZ-AVG,D011259,음식,콜드브루 카라멜마끼아또R,2019,카페베네,360,167,5,-,-,24,-,-,2,-,식약처('19)
1500,D011260-ZZ-AVG,D011260,음식,콜드브루 카라멜마끼아또L,2019,카페베네,450,200,5,-,-,29,-,-,3,-,식약처('19)
1501,D011261-ZZ-AVG,D011261,음식,콜드브루 헤이즐넛 라떼R,2019,카페베네,360,157,5,-,-,22,-,-,3.3,-,식약처('19)
1502,D011262-ZZ-AVG,D011262,음식,콜드브루 헤이즐넛 라떼L,2019,카페베네,450,196,7,-,-,28,-,-,4.1,-,식약처('19)
1503,D011263-ZZ-AVG,D011263,음식,콜드브루 바닐라 젤라또 라떼,2019,카페베네,360,252,5,-,-,36,-,-,5.7,-,식약처('19)
1504,D011264-ZZ-AVG,D011264,음식,니트로콜드브루,2019,카페베네,450,21,1,-,-,0,-,-,0,-,식약처('19)
1505,D011265-ZZ-AVG,D011265,음식,오곡라떼(HOT) R,2019,카페베네,360,300,12,-,-,13,-,-,7.3,-,식약처('19)
1506,D011266-ZZ-AVG,D011266,음식,오곡라떼(HOT) L,2019,카페베네,450,375,15,-,-,16,-,-,9.1,-,식약처('19)
1507,D011267-ZZ-AVG,D011267,음식,오곡라떼(ICED) R,2019,카페베네,360,192,8,-,-,9,-,-,4.7,-,식약처('19)
1508,D011268-ZZ-AVG,D011268,음식,오곡라떼(ICED) L,2019,카페베네,450,242,10,-,-,11,-,-,5.9,-,식약처('19)
1509,D011269-ZZ-AVG,D011269,음식,그린티라떼(HOT) R,2019,카페베네,360,295,10,-,-,27,-,-,8,-,식약처('19)
1510,D011270-ZZ-AVG,D011270,음식,그린티라떼(HOT) L,2019,카페베네,450,357,12,-,-,33,-,-,9.7,-,식약처('19)
1511,D011271-ZZ-AVG,D011271,음식,그린티라떼(ICED) R,2019,카페베네,360,233,7,-,-,21,-,-,6.1,-,식약처('19)
1512,D011272-ZZ-AVG,D011272,음식,그린티라떼(ICED) L,2019,카페베네,450,284,8,-,-,26,-,-,7.4,-,식약처('19)
1513,D011273-ZZ-AVG,D011273,음식,차이티라떼(HOT) R,2019,카페베네,360,317,10,-,-,32,-,-,6.4,-,식약처('19)
1514,D011274-ZZ-AVG,D011274,음식,차이티라떼(HOT) L,2019,카페베네,450,394,13,-,-,37,-,-,8.3,-,식약처('19)
1515,D011275-ZZ-AVG,D011275,음식,차이티라떼(ICED) R,2019,카페베네,360,196,5,-,-,22,-,-,5.1,-,식약처('19)
1516,D011276-ZZ-AVG,D011276,음식,차이티라떼(ICED) L,2019,카페베네,450,251,6,-,-,30,-,-,6.5,-,식약처('19)
1517,D011277-ZZ-AVG,D011277,음식,리얼초콜릿라떼(HOT) R,2019,카페베네,360,352,10,-,-,28,-,-,12.8,-,식약처('19)
1518,D011278-ZZ-AVG,D011278,음식,리얼초콜릿라떼(HOT) L,2019,카페베네,450,441,12,-,-,35,-,-,16,-,식약처('19)
1519,D011279-ZZ-AVG,D011279,음식,리얼초콜릿라떼(ICED) R,2019,카페베네,360,277,7,-,-,23,-,-,10.4,-,식약처('19)
1520,D011280-ZZ-AVG,D011280,음식,리얼초콜릿라떼(ICED) L,2019,카페베네,450,346,8,-,-,28,-,-,13,-,식약처('19)
1521,D011281-ZZ-AVG,D011281,음식,고구마라떼(HOT) R,2019,카페베네,360,266,9,-,-,19,-,-,7.7,-,식약처('19)
1522,D011282-ZZ-AVG,D011282,음식,고구마라떼(HOT) L,2019,카페베네,450,366,12,-,-,26,-,-,10.6,-,식약처('19)
1523,D011283-ZZ-AVG,D011283,음식,고구마라떼(ICED) R,2019,카페베네,360,227,7,-,-,19,-,-,7.1,-,식약처('19)
1524,D011284-ZZ-AVG,D011284,음식,고구마라떼(ICED) L,2019,카페베네,450,277,8,-,-,23,-,-,8.6,-,식약처('19)
1525,D011285-ZZ-AVG,D011285,음식,피스타치오라떼(HOT) R,2019,카페베네,360,307,2,-,-,34,-,-,6.2,-,식약처('19)
1526,D011286-ZZ-AVG,D011286,음식,피스타치오라떼(HOT) L,2019,카페베네,450,384,2,-,-,42,-,-,7.7,-,식약처('19)
1527,D011287-ZZ-AVG,D011287,음식,피스타치오라떼(ICED) R,2019,카페베네,360,190,1,-,-,20,-,-,4.3,-,식약처('19)
1528,D011288-ZZ-AVG,D011288,음식,피스타치오라떼(ICED) L,2019,카페베네,450,238,1,-,-,25,-,-,5.4,-,식약처('19)
1529,D011289-ZZ-AVG,D011289,음식,바밤 라떼(HOT),2019,카페베네,360,502,8.8,-,-,45,-,-,10.8,-,식약처('19)
1530,D011290-ZZ-AVG,D011290,음식,바밤 라떼(ICED),2019,카페베네,360,466,6.1,-,-,43,-,-,10.2,-,식약처('19)
1531,D011291-ZZ-AVG,D011291,음식,플랫 화이트(HOT),2019,카페베네,270,144,7,-,-,9,-,-,4,-,식약처('19)
1532,D011292-ZZ-AVG,D011292,음식,플레어 연유 라떼(HOT),2019,카페베네,360,366,13,-,-,40,-,-,8,-,식약처('19)
1533,D011293-ZZ-AVG,D011293,음식,플레어 연유 라떼(ICED),2019,카페베네,360,313,11,-,-,41,-,-,6,-,식약처('19)
1534,D011294-ZZ-AVG,D011294,음식,플레어 시나몬 라떼(HOT),2019,카페베네,360,359,14,-,-,48,-,-,6,-,식약처('19)
1535,D011295-ZZ-AVG,D011295,음식,우유(ICED) R,2019,카페베네,360,147,6,-,-,11,-,-,5.3,-,식약처('19)
1536,D011296-ZZ-AVG,D011296,음식,우유(ICED) L,2019,카페베네,450,175,8,-,-,13,-,-,6.3,-,식약처('19)
1537,D011297-ZZ-AVG,D011297,음식,밀크버블티,2019,카페베네,450,235,6,-,-,33,-,-,2.4,-,식약처('19)
1538,D011298-ZZ-AVG,D011298,음식,타로버블티,2019,카페베네,450,338,5,-,-,2,-,-,7.1,-,식약처('19)
1539,D011299-ZZ-AVG,D011299,음식,콜드브루프라페노 R,2019,카페베네,360,236,3,-,-,38,-,-,3.1,-,식약처('19)
1540,D011300-ZZ-AVG,D011300,음식,콜드브루프라페노L,2019,카페베네,450,294,4,-,-,47,-,-,3.8,-,식약처('19)
1541,D011301-ZZ-AVG,D011301,음식,콜드브루카라멜프라페노R,2019,카페베네,360,269,3,-,-,46,-,-,2.8,-,식약처('19)
1542,D011302-ZZ-AVG,D011302,음식,콜드브루카라멜프라페노L,2019,카페베네,450,336,4,-,-,57,-,-,3.6,-,식약처('19)
1543,D011303-ZZ-AVG,D011303,음식,콜드브루 화이트 모카프라페노R,2019,카페베네,360,257,4,-,-,44,-,-,1.8,-,식약처('19)
1544,D011304-ZZ-AVG,D011304,음식,콜드브루 화이트 모카프라페노L,2019,카페베네,450,321,5,-,-,54,-,-,2.3,-,식약처('19)
1545,D011305-ZZ-AVG,D011305,음식,콜드브루 모카프라페노R,2019,카페베네,360,271,4,-,-,46,-,-,1.7,-,식약처('19)
1546,D011306-ZZ-AVG,D011306,음식,콜드브루 모카프라페노L,2019,카페베네,450,339,5,-,-,58,-,-,2.1,-,식약처('19)
1547,D011307-ZZ-AVG,D011307,음식,그린티 프라페노R,2019,카페베네,360,347,5,-,-,51,-,-,9.1,-,식약처('19)
1548,D011308-ZZ-AVG,D011308,음식,그린티 프라페노L,2019,카페베네,450,403,6,-,-,64,-,-,6.7,-,식약처('19)
1549,D011309-ZZ-AVG,D011309,음식,초코칩 프라페노R,2019,카페베네,360,411,9,-,-,45,-,-,12.8,-,식약처('19)
1550,D011310-ZZ-AVG,D011310,음식,초코칩 프라페노L,2019,카페베네,450,513,11,-,-,57,-,-,16,-,식약처('19)
1551,D011311-ZZ-AVG,D011311,음식,플레인요거트스무디R,2019,카페베네,360,278,6,-,-,46,-,-,1.4,-,식약처('19)
1552,D011312-ZZ-AVG,D011312,음식,플레인요거트스무디L,2019,카페베네,450,348,8,-,-,58,-,-,2.1,-,식약처('19)
1553,D011313-ZZ-AVG,D011313,음식,딸기요거트스무디R,2019,카페베네,360,241,4,-,-,36,-,-,4.1,-,식약처('19)
1554,D011314-ZZ-AVG,D011314,음식,딸기요거트스무디L,2019,카페베네,450,306,5,-,-,46,-,-,5.1,-,식약처('19)
1555,D011315-ZZ-AVG,D011315,음식,블루베리요거트스무디R,2019,카페베네,360,243,3,-,-,39,-,-,3.2,-,식약처('19)
1556,D011316-ZZ-AVG,D011316,음식,블루베리요거트스무디L,2019,카페베네,450,342,4,-,-,56,-,-,4.5,-,식약처('19)
1557,D011317-ZZ-AVG,D011317,음식,그린티,2019,카페베네,360,6,1,-,-,0,-,-,0,-,식약처('19)
1558,D011318-ZZ-AVG,D011318,음식,블랙티(잉글리쉬블랙퍼스트),2019,카페베네,360,6,0,-,-,0,-,-,0,-,식약처('19)
1559,D011319-ZZ-AVG,D011319,음식,블랙티(얼그레이),2019,카페베네,360,5,0,-,-,0,-,-,0,-,식약처('19)
1560,D011320-ZZ-AVG,D011320,음식,허브티(민트),2019,카페베네,360,5,0,-,-,0,-,-,0,-,식약처('19)
1561,D011321-ZZ-AVG,D011321,음식,허브티(카모마일),2019,카페베네,360,5,0,-,-,0,-,-,0,-,식약처('19)
